DATE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,ORG_TYPE,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE,SICKNESS_ABSENCE_RATE_PERCENT
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0AR,NHS North of England Commissioning Support Unit,Commissioning Support Unit,1497.69673,54189.52722,2.76
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0CX,NHS Midlands and Lancashire Commissioning Support Unit,Commissioning Support Unit,1539.31807,55654.1672,2.77
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0DE,NHS Arden and Greater East Midlands Commissioning Support Unit,Commissioning Support Unit,635.21325,34384.8132,1.85
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,0DF,"NHS South, Central and West Commissioning Support Unit",Commissioning Support Unit,1483.7866,50304.02895,2.95
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,8JX76,ENGIE Services Ltd,Others,1027.9850900000001,20397.52564,5.04
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1150,NHS Resolution,Others,444.41336,19383.77437,2.29
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1450,NHS Business Services Authority,Others,4417.32991,126529.84819,3.49
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1460,NHS Blood and Transplant,Others,7647.73877,164232.26443,4.66
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1480,Health Research Authority,Others,177.4,7245.21033,2.45
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,T1540,NHS Counter Fraud Authority,Others,100.56,4726.9037,2.13
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,X24,NHS England,Others,12452.86477,602218.78744,2.07
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,X36,UK Health Security Agency,Others,3255.71914,158270.75048,2.06
30/06/2023,QZZ,Special Health Authorities and other statutory bodies,QZZ,Special Health Authorities and other statutory bodies,X80,National Institute for Health and Care Excellence,Others,459.98,24577.81372,1.87
30/06/2023,Y56,London,QKK,South East London,DEQ,King's Facilities Management (KFM),Others,338.33333,10240.7999,3.3
30/06/2023,Y56,London,QKK,South East London,NQV,Bromley Healthcare,Community Provider Trust,778.11698,29000.65342,2.68
30/06/2023,Y56,London,QKK,South East London,QKK,NHS South East London ICB,Integrated Care Board,605.1002,19393.2149,3.12
30/06/2023,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,Acute,26370.02966,665519.50212,3.96
30/06/2023,Y56,London,QKK,South East London,RJ2,Lewisham and Greenwich NHS Trust,Acute,8493.21179,203013.0921,4.18
30/06/2023,Y56,London,QKK,South East London,RJZ,King's College Hospital NHS Foundation Trust,Acute,17076.26796,406857.71191,4.2
30/06/2023,Y56,London,QKK,South East London,RPG,Oxleas NHS Foundation Trust,Mental Health,5136.33102,123506.19071,4.16
30/06/2023,Y56,London,QKK,South East London,RRU,London Ambulance Service NHS Trust,Ambulance,12886.97321,216441.03949999998,5.95
30/06/2023,Y56,London,QKK,South East London,RV5,South London and Maudsley NHS Foundation Trust,Mental Health,5842.96636,169615.20682,3.44
30/06/2023,Y56,London,QMF,North East London,AXA,Tower Hamlets GP Care Group CIC,Community Provider Trust,407.1046,11895.31505,3.42
30/06/2023,Y56,London,QMF,North East London,QMF,NHS North East London ICB,Integrated Care Board,595.71334,24698.40867,2.41
30/06/2023,Y56,London,QMF,North East London,R1H,Barts Health NHS Trust,Acute,22880.05934,566319.48388,4.04
30/06/2023,Y56,London,QMF,North East London,RAT,North East London NHS Foundation Trust,Mental Health,7975.70194,192648.82085,4.14
30/06/2023,Y56,London,QMF,North East London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Acute,9401.61563,225776.72616,4.16
30/06/2023,Y56,London,QMF,North East London,RQX,Homerton Healthcare NHS Foundation Trust,Acute,4256.4119,117508.37532,3.62
