DATE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,ORG_TYPE,FTE_DAYS_LOST,FTE_DAYS_AVAILABLE,SICKNESS_ABSENCE_RATE_PERCENT
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,0AR,NHS North of England Commissioning Support Unit,Commissioning Support Unit,1640.17997,52104.6685,3.15
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,0CX,NHS Midlands and Lancashire Commissioning Support Unit,Commissioning Support Unit,1640.6081,54337.27035,3.02
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,0DE,NHS Arden and Greater East Midlands Commissioning Support Unit,Commissioning Support Unit,883.2162,33247.67072,2.66
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,0DF,"NHS South, Central and West Commissioning Support Unit",Commissioning Support Unit,1819.44018,50054.5654,3.63
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,8JX76,ENGIE Services Ltd,Others,1313.98612,21663.165259999998,6.07
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,T1150,NHS Resolution,Others,280.8,16644.77182,1.69
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,T1450,NHS Business Services Authority,Others,4832.56551,118797.7465,4.07
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,T1460,NHS Blood and Transplant,Others,9436.39916,159542.087,5.91
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,T1480,Health Research Authority,Others,284.1733,8373.50683,3.39
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,T1510,Health Education England,Others,4215.9969,198901.5062,2.12
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,T1540,NHS Counter Fraud Authority,Others,141.2,4752.01393,2.97
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,X24,NHS England,Others,8780.15199,357596.1547,2.46
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,X26,NHS Digital,Others,2145.45871,93639.42985,2.29
31.07.2022,QZZ,Special Health Authorities and other statutory bodies,,,X36,UK Health Security Agency,Others,5149.08833,172449.9605,2.99
